SpeciesCode,ScientificName,CommonName,Tree Type,SppValueAssignment,Species Rating (%),Basic Price ($/sq in),Palm Trunk Cost($/ft),Replacement Cost ($),TAr (sq Inches),region
PEM OTHER,Palm Evergreen Medium Other,Palm Evergreen Medium Other,PEM,PHDA4,70,0,50,1350,15,TropicPacXXX
PES OTHER,Palm Evergreen Small Other,Palm Evergreen Small Other,PES,VEME,70,0,50,900,15,TropicPacXXX
ABBA,Abies balsamea,Balsam fir,CEL,CEL OTHER,85,50,0,453,5.7300048828125,NMtnPrFNL
ABCO,Abies concolor,White fir,CEL,PIPU,85,50,0,453,5.7300048828125,NMtnPrFNL
AC,Acer species,Maple,BDL,FRPE,60,49,0,600,4.91000244140625,NMtnPrFNL
ACFR,Acer x freemanii,Freeman maple,BDL,FRPE,60,55,0,673,4.91000244140625,NMtnPrFNL
ACGI,Acer ginnala,Amur maple,BDS,BDS OTHER,75,52,0,410,3.14000244140625,NMtnPrFNL
ACGL,Acer glabrum,Rocky mountain maple,BDL,FRPE,80,57,0,448,3.14000244140625,NMtnPrFNL
ACNE,Acer negundo,Boxelder,BDL,FRPE,50,48,0,590,4.91000244140625,NMtnPrFNL
ACPL,Acer platanoides,Norway maple,BDL,ACPL,78,56,0,690,4.91000244140625,NMtnPrFNL
ACRU,Acer rubrum,Red maple,BDL,BDL OTHER,60,54,0,660,4.91000244140625,NMtnPrFNL
ACSA1,Acer saccharinum,Silver maple,BDL,ACSA1,65,42,0,510,4.91000244140625,NMtnPrFNL
ACSA2,Acer saccharum,Sugar maple,BDL,ACSA2,65,50,0,618,4.91000244140625,NMtnPrFNL
ACTA,Acer tataricum,Tatar maple,BDS,BDS OTHER,80,65,0,510,3.14000244140625,NMtnPrFNL
AEGL,Aesculus glabra,Ohio buckeye,BDM,ACPL,78,56,0,690,4.91000244140625,NMtnPrFNL
AEHI,Aesculus hippocastanum,Horsechestnut,BDM,ACPL,78,56,0,690,4.91000244140625,NMtnPrFNL
AM,Amelanchier species,Serviceberry,BDS,MA2,75,67,0,528,3.14000244140625,NMtnPrFNL
BDL OTHER,Broadleaf Deciduous Large,Broadleaf Deciduous Large,BDL,FRPE,60,49,0,600,4.91000244140625,NMtnPrFNL
BDM OTHER,Broadleaf Deciduous Medium,Broadleaf Deciduous Medium,BDM,ACPL,78,56,0,690,4.91000244140625,NMtnPrFNL
BDS OTHER,Broadleaf Deciduous Small,Broadleaf Deciduous Small,BDS,MA2,75,60,0,468,3.14000244140625,NMtnPrFNL
BE,Betula species,Birch,BDM,ACPL,80,43,0,530,4.91000244140625,NMtnPrFNL
BEL OTHER,Broadleaf Evergreen Large,Broadleaf Evergreen Large,BEL,QUNI,80,60,0,738,4.91000244140625,NMtnPrFNL
BEM OTHER,Broadleaf Evergreen Medium,Broadleaf Evergreen Medium,BEM,MAGR,70,48,0,458,5.7300048828125,NMtnPrFNL
BENI,Betula nigra,River birch,BDL,BDL OTHER,80,43,0,530,4.91000244140625,NMtnPrFNL
BEPA,Betula papyrifera,Paper birch,BDL,BDL OTHER,80,43,0,530,4.91000244140625,NMtnPrFNL
BEPE,Betula pendula,European white birch,BDL,BDL OTHER,80,46,0,563,4.91000244140625,NMtnPrFNL
BES OTHER,Broadleaf Evergreen Small,Broadleaf Evergreen Small,BES,ILOP,75,60,0,473,3.14000244140625,NMtnPrFNL
CA1,Carya species,Hickory,BDL,FRPE,60,49,0,600,4.91000244140625,NMtnPrFNL
CA3,Catalpa species,Catalpa,BDL,FRPE,75,51,0,625,4.91000244140625,NMtnPrFNL
CABE,Carpinus betulus,European hornbeam,BDM,ACPL,78,56,0,690,4.91000244140625,NMtnPrFNL
CAOV,Carya ovata,Shagbark hickory,BDL,FRPE,60,49,0,600,4.91000244140625,NMtnPrFNL
CASP,Catalpa speciosa,Northern catalpa,BDL,BDL OTHER,75,51,0,625,4.91000244140625,NMtnPrFNL
CECA,Cercis canadensis,Eastern redbud,BDS,MA2,75,60,0,468,3.14000244140625,NMtnPrFNL
CEL OTHER,Conifer Evergreen Large,Conifer Evergreen Large,CEL,PIPU,85,48,0,460,5.7300048828125,NMtnPrFNL
CEM OTHER,Conifer Evergreen Medium,Conifer Evergreen Medium,CEM,PINI,80,46,0,438,5.7300048828125,NMtnPrFNL
CEOC,Celtis occidentalis,Northern hackberry,BDL,CEOC,80,49,0,598,4.91000244140625,NMtnPrFNL
CES OTHER,Conifer Evergreen Small,Conifer Evergreen Small,CES,PICO5,68,35,0,333,5.7300048828125,NMtnPrFNL
CO1,Cornus species,Dogwood,BDS,MA2,70,71,0,558,3.14000244140625,NMtnPrFNL
COCO2,Corylus colurna,Turkish hazelnut,BDM,ACPL,80,65,0,508,3.14000244140625,NMtnPrFNL
CR,Crataegus species,Hawthorn,BDS,MA2,80,63,0,495,3.14000244140625,NMtnPrFNL
ELAN,Elaeagnus angustifolia,Russian olive,BDS,MA2,75,60,0,468,3.14000244140625,NMtnPrFNL
FA,Fagus species,Beech,BDL,FRPE,80,78,0,610,3.14000244140625,NMtnPrFNL
FASY,Fagus sylvatica,European beech,BDL,FRPE,80,78,0,610,3.14000244140625,NMtnPrFNL
FR,Fraxinus species,Ash,BDL,FRPE,60,49,0,600,4.91000244140625,NMtnPrFNL
FRAM,Fraxinus americana,White ash,BDL,FRAM,75,47,0,578,4.91000244140625,NMtnPrFNL
FRPE,Fraxinus pennsylvanica,Green ash,BDL,FRPE,60,49,0,600,4.91000244140625,NMtnPrFNL
GIBI,Ginkgo biloba,Ginkgo,BDL,FRPE,70,56,0,688,4.91000244140625,NMtnPrFNL
GLTR,Gleditsia triacanthos,Honeylocust,BDL,GLTR,75,48,0,585,4.91000244140625,NMtnPrFNL
GYDI,Gymnocladus dioicus,Kentucky coffeetree,BDL,GYDI,78,51,0,625,4.91000244140625,NMtnPrFNL
ILOP,Ilex opaca,American holly,BES,ILOP,75,60,0,473,3.14000244140625,NMtnPrFNL
JU,Juniperus species,Juniper,CES,PICO5,68,35,0,333,5.7300048828125,NMtnPrFNL
JUCI,Juglans cinerea,Butternut,BDL,FRPE,70,52,0,643,4.91000244140625,NMtnPrFNL
JUCO1,Juniperus communis,Common juniper,CES,PICO5,68,35,0,333,5.7300048828125,NMtnPrFNL
JUMO,Juniperus monosperma,One seed juniper,CES,PICO5,68,35,0,333,5.7300048828125,NMtnPrFNL
JUNI,Juglans nigra,Black walnut,BDL,FRPE,70,52,0,643,4.91000244140625,NMtnPrFNL
JUSC,Juniperus scopulorum,Rocky mountain juniper,CES,PICO5,68,35,0,333,5.7300048828125,NMtnPrFNL
JUVI,Juniperus virginiana,Eastern red cedar,CES,PICO5,68,35,0,333,5.7300048828125,NMtnPrFNL
LIST,Liquidambar styraciflua,Sweetgum,BDL,FRPE,60,49,0,600,4.91000244140625,NMtnPrFNL
LITU,Liriodendron tulipifera,Tulip tree,BDL,FRPE,70,54,0,663,4.91000244140625,NMtnPrFNL
LOSP,Lonicera species,Honeysuckle,BDS,MA2,75,60,0,468,3.14000244140625,NMtnPrFNL
MA2,Malus species,Crabapple,BDS,MA2,75,60,0,468,3.14000244140625,NMtnPrFNL
MAGR,Magnolia grandiflora,Southern magnolia,BEM,MAGR,70,48,0,458,5.7300048828125,NMtnPrFNL
MAPU,Malus pumila,Paradise apple,BDM,BDM OTHER,75,60,0,468,3.14000244140625,NMtnPrFNL
MEGL,Metasequoia glyptostroboides,Dawn redwood,BDL,FRPE,60,49,0,600,4.91000244140625,NMtnPrFNL
MORU,Morus rubra,Red mulberry,BDL,BDL OTHER,60,49,0,600,4.91000244140625,NMtnPrFNL
PI1,Picea species,Spruce,CEL,PIPU,60,49,0,600,4.91000244140625,NMtnPrFNL
PI2,Pinus  species,Pine,CEM,CEM OTHER,70,48,0,458,5.7300048828125,NMtnPrFNL
PIAB,Picea abies,Norway spruce,CEL,CEL OTHER,70,48,0,463,5.7300048828125,NMtnPrFNL
PICE,Pinus cembroides,Mexican pinyon,CES,PICO5,68,35,0,333,5.7300048828125,NMtnPrFNL
PICO,Pinus contorta,Lodgepole pine,CEM,PINI,70,48,0,458,5.7300048828125,NMtnPrFNL
PICO5,Pinus contorta 'bolanderi',Bolander beach pine,CES,PICO5,68,35,0,333,5.7300048828125,NMtnPrFNL
PIED,Pinus edulis,Pinyon pine,CES,PICO5,68,35,0,333,5.7300048828125,NMtnPrFNL
PIEN,Picea engelmannii,Engelmann spruce,CEL,PIPU,70,39,0,375,5.7300048828125,NMtnPrFNL
PIFL,Pinus flexilis,Limber pine,CEL,CEL OTHER,75,53,0,505,5.7300048828125,NMtnPrFNL
PIGL1,Picea glauca,White spruce,CEL,PIPU,60,49,0,600,4.91000244140625,NMtnPrFNL
PIMA,Picea mariana,Black spruce,CEL,PIPU,60,49,0,600,4.91000244140625,NMtnPrFNL
PIMU,Pinus mugo,Sweet mountain pine,CES,PICO5,68,35,0,333,5.7300048828125,NMtnPrFNL
PINI,Pinus nigra,Austrian pine,CEM,PINI,80,46,0,438,5.7300048828125,NMtnPrFNL
PIPO,Pinus ponderosa,Ponderosa pine,CEL,PIPO,80,40,0,376,5.7300048828125,NMtnPrFNL
PIPU,Picea pungens,Blue spruce,CEL,PIPU,85,48,0,460,5.7300048828125,NMtnPrFNL
PIRU,Picea rubens,Red spruce,CEL,PIPU,70,39,0,375,5.7300048828125,NMtnPrFNL
PIST,Pinus strobus,Eastern white pine,CEL,CEL OTHER,75,53,0,505,5.7300048828125,NMtnPrFNL
PIST2,Pinus strobiformis,Southwestern white pine,CES,PICO5,70,47,0,445,5.7300048828125,NMtnPrFNL
PISY,Pinus sylvestris,Scotch pine,CEM,PINI,75,47,0,450,5.7300048828125,NMtnPrFNL
PO,Populus species,Cottonwood,BDL,FRPE,60,39,0,473,4.91000244140625,NMtnPrFNL
POAC5,Populus x acuminata,Lanceleaf cottonwood,BDL,FRPE,65,39,0,473,4.91000244140625,NMtnPrFNL
POAL,Populus alba,White poplar,BDL,FRPE,60,39,0,473,4.91000244140625,NMtnPrFNL
POAN,Populus angustifolia,Narrowleaf cottonwood,BDL,FRPE,60,39,0,473,4.91000244140625,NMtnPrFNL
POBA,Populus balsamifera,Balsam poplar,BDL,BDL OTHER,60,39,0,473,4.91000244140625,NMtnPrFNL
POCA2,Populus x canadensis,Carolina poplar,BDL,FRPE,60,39,0,473,4.91000244140625,NMtnPrFNL
POFR,Populus fremontii,Fremont cottonwood,BDL,BDL OTHER,60,39,0,473,4.91000244140625,NMtnPrFNL
PONI,Populus nigra,Black poplar,BDL,BDL OTHER,60,39,0,473,4.91000244140625,NMtnPrFNL
POSA,Populus sargentii,Plains cottonwood,BDL,POSA,60,39,0,473,4.91000244140625,NMtnPrFNL
POTR1,Populus tremuloides,Quaking aspen,BDM,ACPL,65,45,0,355,3.14000244140625,NMtnPrFNL
PR,Prunus species,Plum,BDS,PR,75,60,0,473,3.14000244140625,NMtnPrFNL
PRCE,Prunus cerasifera,Cherry plum,BDS,BDS OTHER,75,60,0,473,3.14000244140625,NMtnPrFNL
PRPA,Prunus padus,European bird cherry,BDS,MA2,75,60,0,473,3.14000244140625,NMtnPrFNL
PRVI,Prunus virginiana,Common chokecherry,BDS,MA2,75,60,0,473,3.14000244140625,NMtnPrFNL
PSME,Pseudotsuga menziesii,Douglas fir,CEL,PIPU,75,48,0,455,5.7300048828125,NMtnPrFNL
PY,Pyrus species,Pear,BDM,PY,78,56,0,690,4.91000244140625,NMtnPrFNL
QU,Quercus species,Oak,BDL,FRPE,75,54,0,663,4.91000244140625,NMtnPrFNL
QUBI,Quercus bicolor,Swamp white oak,BDL,FRPE,80,60,0,738,4.91000244140625,NMtnPrFNL
QUCO,Quercus coccinea,Scarlet oak,BDL,FRPE,75,54,0,663,4.91000244140625,NMtnPrFNL
QUMA1,Quercus macrocarpa,Bur oak,BDL,QUMA1,85,52,0,638,4.91000244140625,NMtnPrFNL
QUMU,Quercus muehlenbergii,Chinkapin oak,BDL,FRPE,75,54,0,663,4.91000244140625,NMtnPrFNL
QUNI,Quercus nigra,Water oak,BDL,QUNI,75,54,0,663,4.91000244140625,NMtnPrFNL
QUPA,Quercus palustris,Pin oak,BDL,FRPE,75,54,0,663,4.91000244140625,NMtnPrFNL
QURO,Quercus robur,English oak,BDL,FRPE,85,53,0,625,4.91000244140625,NMtnPrFNL
QURU,Quercus rubra,Northern red oak,BDL,FRPE,85,39,0,327,4.91000244140625,NMtnPrFNL
QUSH,Quercus shumardii,Shumard oak,BDL,FRPE,85,47,0,580,4.91000244140625,NMtnPrFNL
RHCA,Rhamnus cathartica,European buckthorn,BDS,BDS OTHER,75,60,0,468,3.14000244140625,NMtnPrFNL
RHGL,Rhus glabra,Smooth sumac,BDS,BDS OTHER,75,60,0,468,3.14000244140625,NMtnPrFNL
RHSP,Rhus species,Sumac,BDS,MA2,75,60,0,468,3.14000244140625,NMtnPrFNL
RHTY,Rhus typhina,Staghorn sumac,BDS,MA2,75,60,0,468,3.14000244140625,NMtnPrFNL
ROPS,Robinia pseudoacacia,Black locust,BDL,FRPE,60,49,0,600,4.91000244140625,NMtnPrFNL
SA,Salix species,Willow,BDL,FRPE,55,37,0,453,4.91000244140625,NMtnPrFNL
SAAL4,Salix alba,White willow,BDL,FRPE,55,37,0,453,4.91000244140625,NMtnPrFNL
SADI,Salix discolor,Pussy willow,BDS,MA2,55,37,0,453,4.91000244140625,NMtnPrFNL
SAFR,Salix fragilis,Crack willow,BDL,FRPE,55,37,0,453,4.91000244140625,NMtnPrFNL
SO,Sorbus species,Mountain ash,BDS,MA2,75,60,0,468,3.14000244140625,NMtnPrFNL
SOAM,Sorbus americana,American mountain ash,BDS,BDS OTHER,75,60,0,468,3.14000244140625,NMtnPrFNL
SOAU,Sorbus aucuparia,European mountain ash,BDS,BDS OTHER,75,60,0,468,3.14000244140625,NMtnPrFNL
SYRE,Syringa reticulata,Japanese tree lilac,BDS,MA2,70,68,0,535,3.14000244140625,NMtnPrFNL
SYSP,Syringa species,Lilac,BDS,MA2,70,68,0,535,3.14000244140625,NMtnPrFNL
TH9,Thuja species,Red cedar,CEL,PIPU,85,48,0,460,5.7300048828125,NMtnPrFNL
THPL,Thuja plicata,Western redcedar,CEL,PIPU,85,48,0,460,5.7300048828125,NMtnPrFNL
TI,Tilia species,Basswood,BDL,FRPE,73,50,0,610,4.91000244140625,NMtnPrFNL
TIAM,Tilia americana,American basswood,BDL,TIAM,73,53,0,645,4.91000244140625,NMtnPrFNL
TICO,Tilia cordata,Littleleaf linden,BDL,TICO,73,50,0,610,4.91000244140625,NMtnPrFNL
ULAM,Ulmus americana,American elm,BDL,ULAM,70,47,0,575,4.91000244140625,NMtnPrFNL
ULPA,Ulmus parvifolia,Chinese elm,BDL,BDL OTHER,70,47,0,575,4.91000244140625,NMtnPrFNL
ULPU,Ulmus pumila,Siberian elm,BDL,ULPU,70,47,0,575,4.91000244140625,NMtnPrFNL
ULS,Ulmus species,Elm,BDL,FRPE,70,47,0,575,4.91000244140625,NMtnPrFNL
WISI,Wisteria sinensis,Purple wisteria,BDS,MA2,75,60,0,468,3.14000244140625,NMtnPrFNL
ABPR,Abies procera,Noble fir,CEL,CEL OTHER,50,62,0,1482,23.75,InlEmpCLM
ACBA2,Acacia baileyana,Bailey acacia,BEM,BEM OTHER,50,62,0,1482,23.75,InlEmpCLM
ACDE,Acacia decurrens,Green acacia,BEM,BEM OTHER,50,62,0,1482,23.75,InlEmpCLM
ACLO,Acacia longifolia,Sydney golden wattle,BEM,BEM OTHER,70,84,0,1482,17.710009765625,InlEmpCLM
ACMA,Acer macrophyllum,Bigleaf maple,BDL,BDL OTHER,50,62,0,1482,23.75,InlEmpCLM
ACME,Acacia melanoxylon,Black acacia,BEM,BEM OTHER,50,62,0,1482,23.75,InlEmpCLM
ACOB,Acer oblongum,Evergreen maple,BEM,BEM OTHER,90,118,0,1482,12.560009765625,InlEmpCLM
ACPA,Acer palmatum,Japanese maple,BDL,BDL OTHER,70,84,0,1482,17.710009765625,InlEmpCLM
ACRU,Acer rubrum,Red maple,BDL,BDL OTHER,30,45,0,1482,33.17001953125,InlEmpCLM
ACSA1,Acer saccharinum,Silver maple,BDL,BDL OTHER,30,45,0,1482,33.17001953125,InlEmpCLM
AECA2,Aesculus californica,California buckeye,BES,BES OTHER,50,62,0,1482,23.75,InlEmpCLM
AECA3,Aesculus carnea,Red horsechestunt,BDS,BDS OTHER,50,62,0,1482,23.75,InlEmpCLM
AGFL,Agonis flexuosa,Peppermint tree; astralian willow myrtle,BES,BES OTHER,70,84,0,1482,17.710009765625,InlEmpCLM
AIAL,Ailanthus altissima,Tree of heaven,BDM,BDM OTHER,30,45,0,1482,33.17001953125,InlEmpCLM
ALCO2,Alnus cordata,Italian alder,BDM,BDM OTHER,50,62,0,1482,23.75,InlEmpCLM
ALGL,Alnus glutinosa,European alder,BDL,BDL OTHER,50,62,0,1482,23.75,InlEmpCLM
ALJU,Albizia julibrissin,Mimosa,BDS,BDS OTHER,50,62,0,1482,23.75,InlEmpCLM
ALRH,Alnus rhombifolia,White alder,BDM,BDM OTHER,50,62,0,1482,23.75,InlEmpCLM
ARCU,Archontophoenix cunninghamiana,King palm,PES,PES OTHER,90,0,25,650,15,InlEmpCLM
ARHE,Araucaria heterophylla,NCN,CEL,CEL OTHER,50,62,0,1482,23.75,InlEmpCLM
ARMA2,Arbutus var. marina,Marina arbutus,BES,BES OTHER,70,84,0,1482,17.710009765625,InlEmpCLM
ARRO,Arecastrum romanzoffianum,Queen palm,PES,PES OTHER,70,0,25,650,15,InlEmpCLM
ARUN,Arbutus unedo,Strawberry tree,BES,BES OTHER,70,84,0,1482,17.710009765625,InlEmpCLM
BAFO,Bauhinia forficata,Bauhinia,BDS,BDS OTHER,90,118,0,1482,12.560009765625,InlEmpCLM
BAVA,Bauhinia variegata,Mountain ebony,BDS,BDS OTHER,50,62,0,1482,23.75,InlEmpCLM
BEPE,Betula pendula,European white birch,BDM,BDM OTHER,50,62,0,1482,23.75,InlEmpCLM
BRAC2,Brachychiton acerifolium,Arbol de la llama,BDM,BDM OTHER,50,62,0,1482,23.75,InlEmpCLM
BRAR,Brahea armata,Mexican blue palm,PES,PES OTHER,90,0,143,2495,15,InlEmpCLM
BRBR,Brahea brandegeei,San jose hesper palm,PES,PES OTHER,90,0,143,2495,15,InlEmpCLM
BRDI9,Brachychiton discolor,Pink flame tree,BDM,BDM OTHER,50,62,0,1482,23.75,InlEmpCLM
BRED,Brahea edulis,Guadalupe palm,PES,PES OTHER,90,0,143,2495,15,InlEmpCLM
BRPO,Brachychiton populneum,Kurrajong,BEM,BRPO,50,62,0,1482,23.75,InlEmpCLM
BUCA,Butia capitata,Jelly palm,PES,PES OTHER,90,0,150,2600,15,InlEmpCLM
CACA3,Calodendrum capense,Cape chesnut,BEM,BEM OTHER,70,84,0,1482,17.710009765625,InlEmpCLM
CACI,Callistemon citrinus,Lemon bottlebrush,BES,BES OTHER,90,118,0,1482,12.560009765625,InlEmpCLM
CADE,Castanea dentata,American chestnut,BDL,BDL OTHER,30,45,0,1482,33.17001953125,InlEmpCLM
CADE2,Calocedrus decurrens,Incense cedar,CEL,CEL OTHER,90,118,0,1482,12.560009765625,InlEmpCLM
CAED,Casimiroa edulis,White sapote,BEL,BEL OTHER,70,84,0,1482,17.710009765625,InlEmpCLM
CAIL,Carya illinoinensis,Pecan,BDL,BDL OTHER,50,62,0,1482,23.75,InlEmpCLM
CALE,Cassia leptophylla,Gold medallion tree,BES,BES OTHER,70,84,0,1482,17.710009765625,InlEmpCLM
CASP,Catalpa speciosa,Northern catalpa,BDL,BDL OTHER,50,62,0,1482,23.75,InlEmpCLM
CATW,Calliandra tweedii,Trinidad flame bush,BES,BES OTHER,50,62,0,1482,23.75,InlEmpCLM
CAVI,Callistemon viminalis,Weeping bottlebrush,BES,BES OTHER,90,118,0,1482,12.560009765625,InlEmpCLM
CEAT,Cedrus atlantica,Atlas cedar,CEL,CEL OTHER,50,62,0,1482,23.75,InlEmpCLM
CEAU,Celtis australis,European hackberry,BDL,BDL OTHER,50,62,0,1482,23.75,InlEmpCLM
CECA,Cercis canadensis,Eastern redbud,BDS,BDS OTHER,90,118,0,1482,12.560009765625,InlEmpCLM
CEDE,Cedrus deodara,Deodar cedar,CEL,CEL OTHER,30,45,0,1482,33.17001953125,InlEmpCLM
CEFL,Parkinsonia florida,Blue paloverde,BDM,BDM OTHER,90,118,0,1482,12.560009765625,InlEmpCLM
CEOC,Celtis occidentalis,Northern hackberry,BDL,BDL OTHER,50,62,0,1482,23.75,InlEmpCLM
CEOC3,Cercis canadensis var. texensis,Western redbud,BDS,BDS OTHER,90,118,0,1482,12.560009765625,InlEmpCLM
CESI3,Ceratonia siliqua,Algarrobo europeo,BEM,BEM OTHER,50,62,0,1482,23.75,InlEmpCLM
CESI4,Celtis sinensis,Chinese hackberry,BDL,BDL OTHER,50,62,0,1482,23.75,InlEmpCLM
CHHU,Chamaerops humilis,Mediterranean fan palm,PES,PES OTHER,90,0,80,1550,15,InlEmpCLM
CHLI,Chilopsis linearis,Desert willow,BDS,BDS OTHER,70,84,0,1482,17.710009765625,InlEmpCLM
CHRE,Chionanthus retusus,Chinese fringe tree,BDS,BDS OTHER,90,118,0,1482,12.560009765625,InlEmpCLM
CHSP,Chorisia speciosa,Palo borracho,BEM,BEM OTHER,50,62,0,1482,23.75,InlEmpCLM
CHTA,Chitalpa tashkentensis,Chitalpa,BDS,BDS OTHER,70,84,0,1482,17.710009765625,InlEmpCLM
CICA,Cinnamomum camphora,Camphor tree,BEL,CICA,70,84,0,1482,17.710009765625,InlEmpCLM
CILI,Citrus limon,Lemon,BES,BES OTHER,70,84,0,1482,17.710009765625,InlEmpCLM
CISI,Citrus sinensis,Orange,BES,BES OTHER,70,84,0,1482,17.710009765625,InlEmpCLM
COAU,Cordyline australis,Giant dracaena,PES,PES OTHER,50,0,25,650,15,InlEmpCLM
COLA,Cocculus laurifolius,Laurel-leafed snailseed,BES,BES OTHER,50,62,0,1482,23.75,InlEmpCLM
CRPA,Crinodendron patagua,Patagua,BES,BES OTHER,70,84,0,1482,17.710009765625,InlEmpCLM
CRRU,Cryptocarya rubra,Cryptocarya,BES,BES OTHER,70,84,0,1482,17.710009765625,InlEmpCLM
CUAN,Cupaniopsis anacardioides,Carrotwood,BES,BES OTHER,50,62,0,1482,23.75,InlEmpCLM
CUAR,Cupressus arizonica,Arizona cypress,CEM,CEM OTHER,70,84,0,1482,17.710009765625,InlEmpCLM
CULE,x Cupressocyparis leylandii,Leyland cypress,CES,CES OTHER,50,62,0,1482,23.75,InlEmpCLM
CUSE,Cupressus sempervirens,Italian cypress,CEL,CEL OTHER,50,62,0,1482,23.75,InlEmpCLM
DIVI,Diospyros virginiana,Common persimmon,BDS,BDS OTHER,70,84,0,1482,17.710009765625,InlEmpCLM
DOVI,Dodonaea viscosa,Florida hopbush,BES,BES OTHER,50,62,0,1482,23.75,InlEmpCLM
ELDE,Elaeocarpus decipiens,Japanese blueberry tree,BDS,BDS OTHER,70,84,0,1482,17.710009765625,InlEmpCLM
ERCA,Erythrina caffra,Kaffirboom coral tree,BEL,BEL OTHER,30,45,0,1482,33.17001953125,InlEmpCLM
ERDE,Eriobotrya deflexa,Bronze loquat,BES,BES OTHER,70,84,0,1482,17.710009765625,InlEmpCLM
ERJA,Eriobotrya japonica,Loquat tree,BES,BES OTHER,70,84,0,1482,17.710009765625,InlEmpCLM
EUCA1,Eucalyptus camaldulensis,Red gum eucalyptus,BEL,EUSI,50,62,0,1482,23.75,InlEmpCLM
EUCI,Eucalyptus cinerea,Silver dollar eucalyptus,BEM,EUSI,70,84,0,1482,17.710009765625,InlEmpCLM
EUCI2,Eucalyptus citriodora,Lemonscented gum,BEL,EUSI,70,84,0,1482,17.710009765625,InlEmpCLM
EUCL,Eucalyptus cladocalyx,Sugargum,BEL,EUSI,50,62,0,1482,23.75,InlEmpCLM
EUCO3,Eucalyptus cornuta,Yate,BEL,EUSI,90,118,0,1482,12.560009765625,InlEmpCLM
EUCR,Eucalyptus crebra,Narrowleaf red ironbark,BEL,EUSI,70,84,0,1482,17.710009765625,InlEmpCLM
EUFI81,Eucalyptus ficifolia,Redflower gum,BEL,EUSI,70,84,0,1482,17.710009765625,InlEmpCLM
EUGL,Eucalyptus globulus,Blue gum eucalyptus,BEL,EUSI,30,45,0,1482,33.17001953125,InlEmpCLM
EUGLCO,Eucalyptus globulus var compacta,Dwarf blue gum,BEL,EUSI,30,45,0,1482,33.17001953125,InlEmpCLM
EUGR,Eucalyptus grandis,Flooded gum eucalyptus,BEL,EUSI,70,84,0,1482,17.710009765625,InlEmpCLM
EULE,Eucalyptus leucoxylon,White ironbark,BEM,EUSI,70,84,0,1482,17.710009765625,InlEmpCLM
EULE2,Eucalyptus lehmannii,Bushy yate,BES,EUSI,70,84,0,1482,17.710009765625,InlEmpCLM
EUMA23,Eucalyptus maculata,Spotted gum,BEL,EUSI,70,84,0,1482,17.710009765625,InlEmpCLM
EUNI,Eucalyptus nicholii,Willow-leaved gimlet,BEM,EUSI,50,62,0,1482,23.75,InlEmpCLM
EUPO,Eucalyptus polyanthemos,Sliver dollar gum eucalyptus,BEL,EUSI,50,62,0,1482,23.75,InlEmpCLM
EURO,Eucalyptus robusta,Beakpod euclayptus,BEL,EUSI,50,62,0,1482,23.75,InlEmpCLM
EURU,Eucalyptus rudis,Desert gum eucalyptus,BEL,EUSI,50,62,0,1482,23.75,InlEmpCLM
EUSI,Eucalyptus sideroxylon,Red ironbark,BEL,EUSI,50,62,0,1482,23.75,InlEmpCLM
EUTE,Eucalyptus tereticornis,Horn cap eucalyptus,BEL,EUSI,70,84,0,1482,17.710009765625,InlEmpCLM
EUTO11,Eucalyptus torquata,Coral gum,BEM,EUSI,70,84,0,1482,17.710009765625,InlEmpCLM
EUVI,Eucalyptus viminalis,Ribbon gum eucalyptus,BEL,EUSI,50,62,0,1482,23.75,InlEmpCLM
FICA,Ficus carica,Common fig,BDS,BDS OTHER,50,62,0,1482,23.75,InlEmpCLM
FIMA2,Ficus macrophylla,Morton Bay fig,BEL,BEL OTHER,50,62,0,1482,23.75,InlEmpCLM
FIMINI,Ficus microcarpa nitida var green gem,Green gem indian laurel fig,BES,BES OTHER,50,62,0,1482,23.75,InlEmpCLM
FISI,Firmiana simplex,Chinese parasoltree,BDS,BDS OTHER,90,118,0,1482,12.560009765625,InlEmpCLM
FRANR,Fraxinus oxycarpa 'Raywood',Raywood ash,BDM,FRUH,70,84,0,1482,17.710009765625,InlEmpCLM
FROR2,Fraxinus oregana,Oregon ash,BDL,FRUH,30,45,0,1482,33.17001953125,InlEmpCLM
FRUH,Fraxinus uhdei,Evergreen ash,BDL,FRUH,30,45,0,1482,33.17001953125,InlEmpCLM
FRVE,Fraxinus velutina,Velvet ash,BDL,FRUH,30,45,0,1482,33.17001953125,InlEmpCLM
FRVEG,Fraxinus velutina 'Modesto',Modesto ash,BDM,FRVEG,30,45,0,1482,33.17001953125,InlEmpCLM
GEPA,Geijera parviflora,Wilga; australian willow,BES,BES OTHER,70,84,0,1482,17.710009765625,InlEmpCLM
GIBI,Ginkgo biloba,Ginkgo,BDL,GIBI,70,84,0,1482,17.710009765625,InlEmpCLM
GLTR,Gleditsia triacanthos,Honeylocust,BDM,BDM OTHER,70,84,0,1482,17.710009765625,InlEmpCLM
GRRO,Grevillea robusta,Silk oak,BEL,BEL OTHER,70,84,0,1482,17.710009765625,InlEmpCLM
HASU,Hakea suaveolens,Sweet hakea; scented hakea,CES,CES OTHER,70,84,0,1482,17.710009765625,InlEmpCLM
HEAR,Heteromeles arbutifolia,Christmasberry,BES,BES OTHER,90,118,0,1482,12.560009765625,InlEmpCLM
