SpeciesCode,ScientificName,CommonName,Tree Type,SppValueAssignment,Species Rating (%),Basic Price ($/sq in),Palm Trunk Cost($/ft),Replacement Cost ($),TAr (sq Inches),region
CEOC,Celtis occidentalis,Northern hackberry,BDL,CEOC,70,14,0,585,7.0650048828125,MidWstMSP
CES OTHER,Conifer Evergreen Small,Conifer Evergreen Small,CES,PICO5,80,8,0,420,7.0650048828125,MidWstMSP
CLLU,Cladrastis kentukea,Yellowwood,BDM,BDM OTHER,60,14,0,585,7.0650048828125,MidWstMSP
CO1,Cornus  species,Dogwood,BDS,BDS OTHER,70,15,0,640,7.0650048828125,MidWstMSP
COFL,Cornus florida,Flowering dogwood,BDS,BDS OTHER,70,15,0,640,7.0650048828125,MidWstMSP
FR,Fraxinus  species,Ash,BDM,ACPL,60,14,0,585,7.0650048828125,MidWstMSP
FRAM,Fraxinus americana,White ash,BDL,FRAM,60,14,0,585,7.0650048828125,MidWstMSP
FRNI,Fraxinus nigra,Black ash,BDM,ACPL,65,14,0,585,7.0650048828125,MidWstMSP
FRPE,Fraxinus pennsylvanica,Green ash,BDL,FRPE,65,11,0,530,7.0650048828125,MidWstMSP
GIBI,Ginkgo biloba,Ginkgo,BDM,GIBI,80,15,0,640,7.0650048828125,MidWstMSP
GLTR,Gleditsia triacanthos,Honeylocust,BDM,GLTR,65,11,0,530,7.0650048828125,MidWstMSP
GYDI,Gymnocladus dioicus,Kentucky coffeetree,BDL,FRPE,85,15,0,640,7.0650048828125,MidWstMSP
HISY,Hibiscus syriacus,Rose-of-sharon,BDS,BDS OTHER,70,15,0,640,7.0650048828125,MidWstMSP
ILOP,Ilex opaca,American holly,BES,BES OTHER,70,15,0,640,7.0650048828125,MidWstMSP
ILSP,Ilex  species,Holly,BES,BES OTHER,70,15,0,640,7.0650048828125,MidWstMSP
JU,Juniperus  species,Juniper,CES,PICO5,85,7,0,400,7.0650048828125,MidWstMSP
JUNI,Juglans nigra,Black walnut,BDL,FRPE,70,14,0,585,7.0650048828125,MidWstMSP
JUVI,Juniperus virginiana,Eastern red cedar,CES,CES OTHER,85,7,0,400,7.0650048828125,MidWstMSP
LIST,Liquidambar styraciflua,Sweetgum,BDL,BDL OTHER,65,11,0,530,7.0650048828125,MidWstMSP
LITU,Liriodendron tulipifera,Tulip tree,BDL,BDL OTHER,65,11,0,530,7.0650048828125,MidWstMSP
MA2,Malus  species,Apple,BDS,MA2,70,15,0,640,7.0650048828125,MidWstMSP
MAGR,Magnolia grandiflora,Southern magnolia,BEM,BEM OTHER,60,14,0,585,7.0650048828125,MidWstMSP
MAVI,Magnolia virginiana,Sweetbay,BES,BES OTHER,70,15,0,640,7.0650048828125,MidWstMSP
MO,Morus  species,Mulberry,BDS,MA2,70,15,0,640,7.0650048828125,MidWstMSP
MOAL,Morus alba,White mulberry,BDS,BDS OTHER,70,15,0,640,7.0650048828125,MidWstMSP
OSVI,Ostrya virginiana,Eastern hophornbeam,BDS,MA2,70,15,0,640,7.0650048828125,MidWstMSP
PHAM,Phellodendron amurense,Amur corktree,BDM,ACPL,75,15,0,640,7.0650048828125,MidWstMSP
PI1,Picea  species,Spruce,CEL,PIPO,80,8,0,420,7.0650048828125,MidWstMSP
PIAB,Picea abies,Norway spruce,CEL,CEL OTHER,75,9,0,440,7.0650048828125,MidWstMSP
PICO5,Pinus contorta,Bolander beach pine,CES,PICO5,80,8,0,420,7.0650048828125,MidWstMSP
PIMA,Picea mariana,Black spruce,CEM,PINI,80,8,0,420,7.0650048828125,MidWstMSP
PINI,Pinus nigra,Austrian pine,CEM,PINI,70,8,0,420,7.0650048828125,MidWstMSP
PIPO,Pinus ponderosa,Ponderosa pine,CEL,PIPO,80,8,0,420,7.0650048828125,MidWstMSP
PIPU,Picea pungens,Blue spruce,CEM,PINI,70,8,0,420,7.0650048828125,MidWstMSP
PIRE,Pinus resinosa,Red pine,CEL,PIPO,80,8,0,420,7.0650048828125,MidWstMSP
PIST,Pinus strobus,Eastern white pine,CEL,PIPO,80,8,0,420,7.0650048828125,MidWstMSP
PISY,Pinus sylvestris,Scotch pine,CEL,PIPO,70,8,0,420,7.0650048828125,MidWstMSP
PIVI,Pinus virginiana,Virginia pine,CEL,CEL OTHER,70,8,0,420,7.0650048828125,MidWstMSP
PLOC,Platanus occidentalis,American sycamore,BDL,BDL OTHER,65,11,0,530,7.0650048828125,MidWstMSP
PO,Populus  species,Cottonwood,BDL,FRPE,60,11,0,530,7.0650048828125,MidWstMSP
PODE,Populus deltoides,Eastern cottonwood,BDL,FRPE,70,11,0,530,7.0650048828125,MidWstMSP
PONI,Populus nigra,Black poplar,BDL,BDL OTHER,55,11,0,530,7.0650048828125,MidWstMSP
POTR1,Populus tremuloides,Quaking aspen,BDL,FRPE,60,11,0,530,7.0650048828125,MidWstMSP
PR,Prunus  species,Plum,BDS,MA2,55,11,0,530,7.0650048828125,MidWstMSP
PRCE,Prunus cerasifera,Cherry plum,BDS,BDS OTHER,60,11,0,530,7.0650048828125,MidWstMSP
PRSE1,Prunus serotina,Black cherry,BDS,BDS OTHER,60,11,0,530,7.0650048828125,MidWstMSP
PRSE2,Prunus serrulata,Kwanzan cherry,BDS,BDS OTHER,60,11,0,530,7.0650048828125,MidWstMSP
PRVI,Prunus virginiana,Common chokecherry,BDS,MA2,55,11,0,530,7.0650048828125,MidWstMSP
PY,Pyrus  species,Pear,BDS,MA2,70,15,0,640,7.0650048828125,MidWstMSP
PYCA,Pyrus calleryana,Callery pear,BDM,BDM OTHER,60,14,0,585,7.0650048828125,MidWstMSP
QU,Quercus  species,Oak,BDL,FRPE,65,11,0,530,7.0650048828125,MidWstMSP
QUAL,Quercus alba,White oak,BDL,FRPE,80,15,0,640,7.0650048828125,MidWstMSP
QUBI,Quercus bicolor,Swamp white oak,BDM,ACPL,90,15,0,640,7.0650048828125,MidWstMSP
QUCO,Quercus coccinea,Scarlet oak,BDL,BDL OTHER,65,11,0,530,7.0650048828125,MidWstMSP
QUEL,Quercus ellipsoidalis,Northern pin oak,BDM,ACPL,70,15,0,640,7.0650048828125,MidWstMSP
QUMA1,Quercus macrocarpa,Bur oak,BDL,FRPE,85,15,0,640,7.0650048828125,MidWstMSP
QUNI,Quercus nigra,Water oak,BEL,QUNI,80,15,0,640,7.0650048828125,MidWstMSP
QUPA,Quercus palustris,Pin oak,BDL,QUPA,65,15,0,640,7.0650048828125,MidWstMSP
QURU,Quercus rubra,Northern red oak,BDL,QURU,70,15,0,640,7.0650048828125,MidWstMSP
RHSP,Rhus  species,Sumac,BDS,MA2,70,15,0,640,7.0650048828125,MidWstMSP
RHSP2,Rhamnus  species,Buckthorn,BDS,MA2,70,15,0,640,7.0650048828125,MidWstMSP
ROPS,Robinia pseudoacacia,Black locust,BDM,ACPL,60,11,0,530,7.0650048828125,MidWstMSP
SA,Salix  species,Willow,BDM,ACPL,60,14,0,585,7.0650048828125,MidWstMSP
SADI,Salix discolor,Pussy willow,BDS,BDS OTHER,70,15,0,640,7.0650048828125,MidWstMSP
SO,Sorbus  species,Mountain ash,BDS,MA2,70,15,0,640,7.0650048828125,MidWstMSP
SYRE,Syringa reticulata,Japanese tree lilac,BDS,MA2,75,15,0,640,7.0650048828125,MidWstMSP
SYSP,Syringa  species,Lilac,BDS,MA2,75,15,0,640,7.0650048828125,MidWstMSP
THOC,Thuja occidentalis,Northern white cedar,CEL,CEL OTHER,90,7,0,400,7.0650048828125,MidWstMSP
TI,Tilia  species,Basswood,BDL,FRPE,70,14,0,585,7.0650048828125,MidWstMSP
TIAM,Tilia americana,American basswood,BDL,TIAM,70,14,0,585,7.0650048828125,MidWstMSP
TICO,Tilia cordata,Littleleaf linden,BDM,TICO,70,14,0,585,7.0650048828125,MidWstMSP
TSCA,Tsuga canadensis,Eastern hemlock,CEL,CEL OTHER,60,9,0,440,7.0650048828125,MidWstMSP
ULAM,Ulmus americana,American elm,BDL,ULAM,70,11,0,530,7.0650048828125,MidWstMSP
ULPA,Ulmus parvifolia,Chinese elm,BDL,BDL OTHER,65,11,0,530,7.0650048828125,MidWstMSP
ULPU,Ulmus pumila,Siberian elm,BDM,ULPU,65,11,0,530,7.0650048828125,MidWstMSP
ULS,Ulmus  species,Elm,BDL,FRPE,65,11,0,530,7.0650048828125,MidWstMSP
AC,Acer  species,Maple,BDL,BDL OTHER,70,62,0,1482,23.75,SoCalCSMA
ACBA2,Acacia baileyana,Bailey acacia,BEM,BEM OTHER,70,62,0,1482,23.75,SoCalCSMA
ACDE,Acacia decurrens,Green acacia,BEM,BEM OTHER,90,84,0,1482,17.710009765625,SoCalCSMA
ACLO,Acacia longifolia,Sydney golden wattle,BEM,BEM OTHER,50,84,0,1482,17.710009765625,SoCalCSMA
ACME,Acacia melanoxylon,Black acacia,BEL,BEL OTHER,10,62,0,1482,23.75,SoCalCSMA
ACPA,Acer palmatum,Japanese maple,BDL,BDL OTHER,30,84,0,1482,17.710009765625,SoCalCSMA
ACRU,Acer rubrum,Red maple,BDL,BDL OTHER,30,45,0,1482,33.17001953125,SoCalCSMA
ACSA1,Acer saccharinum,Silver maple,BDL,BDL OTHER,10,45,0,1482,33.17001953125,SoCalCSMA
AGFL,Agonis flexuosa,Peppermint tree; astralian willow myrtle,BES,BES OTHER,90,84,0,1482,17.710009765625,SoCalCSMA
ALCO2,Alnus cordata,Italian alder,BDM,BDM OTHER,30,62,0,1482,23.75,SoCalCSMA
ALJU,Albizia julibrissin,Mimosa,BDS,BDS OTHER,50,62,0,1482,23.75,SoCalCSMA
ALRH,Alnus rhombifolia,White alder,BDM,BDM OTHER,30,62,0,1482,23.75,SoCalCSMA
ANCH4,Annona cherimola,Cherimoya,BES,BES OTHER,70,118,0,1482,12.560009765625,SoCalCSMA
ARBI,Araucaria bidwillii,Bunya bunya,CEL,CEL OTHER,50,62,0,1482,23.75,SoCalCSMA
ARCO24,Araucaria columnaris,Coral reef araucaria,CEL,CEL OTHER,90,45,0,1482,33.17001953125,SoCalCSMA
ARCU,Archontophoenix cunninghamiana,King palm,PES,PES OTHER,90,0,25,650,15,SoCalCSMA
ARHE,Araucaria heterophylla,NCN,CEL,CEL OTHER,90,45,0,1482,33.17001953125,SoCalCSMA
ARRO,Arecastrum romanzoffianum,Queen palm,PES,WARO,70,0,25,650,15,SoCalCSMA
ARUN,Arbutus unedo,Strawberry tree,BES,BES OTHER,70,84,0,1482,17.710009765625,SoCalCSMA
BAVA,Bauhinia variegata,Mountain ebony,BDS,BDS OTHER,30,62,0,1482,23.75,SoCalCSMA
BE,Betula  species,Birch,BDM,BDM OTHER,30,62,0,1482,23.75,SoCalCSMA
BEPE,Betula pendula,European white birch,BDM,BDM OTHER,10,62,0,1482,23.75,SoCalCSMA
BR,Brahea  species,Palm(brahea),PES,PES OTHER,90,0,143,2495,15,SoCalCSMA
BRAC,Schefflera actinophylla,Schefflera,BES,BES OTHER,90,118,0,1482,12.560009765625,SoCalCSMA
BRAR,Brahea armata,Mexican blue palm,PES,PES OTHER,90,0,143,2495,15,SoCalCSMA
BRED,Brahea edulis,Guadalupe palm,PES,PES OTHER,90,0,143,2495,15,SoCalCSMA
BRPA,Broussonetia papyrifera,Paper mulberry,BDM,BDM OTHER,30,62,0,1482,23.75,SoCalCSMA
BRPO,Brachychiton populneum,Kurrajong,BEM,CICA,50,62,0,1482,23.75,SoCalCSMA
BUCA,Butia capitata,Jelly palm,PES,PES OTHER,90,0,150,2600,15,SoCalCSMA
CA4,Castanea  species,Chestnut,BDL,BDL OTHER,70,62,0,1482,23.75,SoCalCSMA
CACA3,Calodendrum capense,Cape chesnut,BEM,BEM OTHER,70,84,0,1482,17.710009765625,SoCalCSMA
CACI,Callistemon citrinus,Lemon bottlebrush,BES,CACI,70,118,0,1482,12.560009765625,SoCalCSMA
CACU8,Casuarina cunninghamiana,River sheoak,CEL,CEDE,50,62,0,1482,23.75,SoCalCSMA
CADE2,Calocedrus decurrens,Incense cedar,CEL,CEL OTHER,70,62,0,1482,23.75,SoCalCSMA
CAED,Casimiroa edulis,White sapote,BEL,BEL OTHER,70,84,0,1482,17.710009765625,SoCalCSMA
CAEX,Cassia excelsa,Crown of gold tree,BES,BES OTHER,70,84,0,1482,17.710009765625,SoCalCSMA
CALE,Cassia leptophylla,Gold medallion tree,BES,BES OTHER,70,118,0,1482,12.560009765625,SoCalCSMA
CAST,Casuarina stricta,Coast beefwood,CEL,CEL OTHER,90,84,0,1482,17.710009765625,SoCalCSMA
CATW,Calliandra tweedii,Trinidad flame bush,BES,BES OTHER,70,118,0,1482,12.560009765625,SoCalCSMA
CAVI,Callistemon viminalis,Weeping bottlebrush,BES,BES OTHER,90,118,0,1482,12.560009765625,SoCalCSMA
CE2,Celtis  species,Hackberry,BDL,BDL OTHER,30,62,0,1482,23.75,SoCalCSMA
CEAT,Cedrus atlantica,Atlas cedar,CEL,CEDE,50,62,0,1482,23.75,SoCalCSMA
CECA,Cercis canadensis,Eastern redbud,BDS,BDS OTHER,30,118,0,1482,12.560009765625,SoCalCSMA
CEDE,Cedrus deodara,Deodar cedar,CEL,CEDE,90,45,0,1482,33.17001953125,SoCalCSMA
CESI3,Ceratonia siliqua,Algarrobo europeo,BEM,CESI3,50,62,0,1482,23.75,SoCalCSMA
CH,Chamaecyparis  species,Cedar,CEL,CEL OTHER,90,45,0,1482,33.17001953125,SoCalCSMA
CHHU,Chamaerops humilis,Mediterranean fan palm,PES,PES OTHER,90,0,80,1550,15,SoCalCSMA
CHSP,Chorisia speciosa,Palo borracho,BEM,BEM OTHER,50,62,0,1482,23.75,SoCalCSMA
CICA,Cinnamomum camphora,Camphor tree,BEM,CICA,90,84,0,1482,17.710009765625,SoCalCSMA
CILI,Citrus limon,Lemon,BES,BES OTHER,70,84,0,1482,17.710009765625,SoCalCSMA
CISI,Citrus sinensis,Orange,BES,BES OTHER,30,84,0,1482,17.710009765625,SoCalCSMA
COAU,Cordyline australis,Giant dracaena,PES,PES OTHER,50,0,25,650,15,SoCalCSMA
COLA,Cocculus laurifolius,Laurel-leafed snailseed,BES,BES OTHER,70,118,0,1482,12.560009765625,SoCalCSMA
COLA18,Cotoneaster lacteus,Milkflower cotoneaster,BES,BES OTHER,70,118,0,1482,12.560009765625,SoCalCSMA
CRJA,Cryptomeria japonica,Japanese red cedar,CEL,CEL OTHER,90,45,0,1482,33.17001953125,SoCalCSMA
CU,Cupressus  species,Cypress,CEL,CEL OTHER,50,84,0,1482,17.710009765625,SoCalCSMA
CUAN,Cupaniopsis anacardioides,Carrotwood,BES,CUAN,50,62,0,1482,23.75,SoCalCSMA
CULE,x Cupressocyparis leylandii,Leyland cypress,CES,CES OTHER,10,62,0,1482,23.75,SoCalCSMA
CUMA,Cupressus macrocarpa,Monterey cypress,CEL,CEL OTHER,70,84,0,1482,17.710009765625,SoCalCSMA
CUSE,Cupressus sempervirens,Italian cypress,CEL,CEL OTHER,50,62,0,1482,23.75,SoCalCSMA
CYRE11,Cycas revoluta,Sago palm,CES,CES OTHER,70,118,0,1482,12.560009765625,SoCalCSMA
DIVI,Diospyros virginiana,Common persimmon,BDS,BDS OTHER,70,84,0,1482,17.710009765625,SoCalCSMA
DOVI,Dodonaea viscosa,Florida hopbush,BES,BES OTHER,70,118,0,1482,12.560009765625,SoCalCSMA
DRDR,Dracaena draco,Dragon tree,PES,PES OTHER,50,0,25,650,15,SoCalCSMA
DUER,Duranta erecta,Golden dewdrops,BES,BES OTHER,70,118,0,1482,12.560009765625,SoCalCSMA
ERBI,Erythrina bidwillii,Bidwill's coral tree,BEL,BEL OTHER,90,84,0,1482,17.710009765625,SoCalCSMA
ERCA,Erythrina caffra,Kaffirboom coral tree,BEL,BEL OTHER,50,45,0,1482,33.17001953125,SoCalCSMA
ERCO,Erythrina coralloides,Naked coral tree,BEL,BEL OTHER,70,45,0,1482,33.17001953125,SoCalCSMA
ERDE,Eriobotrya deflexa,Bronze loquat,BES,BES OTHER,50,84,0,1482,17.710009765625,SoCalCSMA
ERJA,Eriobotrya japonica,Loquat tree,BES,BES OTHER,50,84,0,1482,17.710009765625,SoCalCSMA
ERLY,Erythrina lysistemon,Lysistemon coral tree,BEL,BEL OTHER,90,45,0,1482,33.17001953125,SoCalCSMA
EU1,Eucalyptus  species,Gum,BEL,BEL OTHER,70,84,0,1482,17.710009765625,SoCalCSMA
EUCA1,Eucalyptus camaldulensis,Red gum eucalyptus,BEL,BEL OTHER,50,62,0,1482,23.75,SoCalCSMA
EUCI,Eucalyptus cinerea,Silver dollar eucalyptus,BEM,BEM OTHER,70,84,0,1482,17.710009765625,SoCalCSMA
EUCI2,Eucalyptus citriodora,Lemonscented gum,BEL,BEL OTHER,50,84,0,1482,17.710009765625,SoCalCSMA
EUCL,Eucalyptus cladocalyx,Sugargum,BEL,BEL OTHER,90,62,0,1482,23.75,SoCalCSMA
EUCO24,Euphorbia cotinifolia,Mexican shrubby spurge,BES,BES OTHER,70,118,0,1482,12.560009765625,SoCalCSMA
EUCO3,Eucalyptus cornuta,Yate,BEL,BEL OTHER,30,118,0,1482,12.560009765625,SoCalCSMA
EUER,Eucalyptus erythrocorys,Red-cap gum,BEM,BEM OTHER,70,118,0,1482,12.560009765625,SoCalCSMA
EUFI81,Eucalyptus ficifolia,Redflower gum,BEL,EUFI81,70,84,0,1482,17.710009765625,SoCalCSMA
EUGL,Eucalyptus globulus,Blue gum eucalyptus,BEL,BEL OTHER,30,45,0,1482,33.17001953125,SoCalCSMA
EUGR,Eucalyptus grandis,Flooded gum eucalyptus,BEL,BEL OTHER,70,62,0,1482,23.75,SoCalCSMA
EULE,Eucalyptus leucoxylon,White ironbark,BEM,BEM OTHER,70,118,0,1482,12.560009765625,SoCalCSMA
EUMA23,Eucalyptus maculata,Spotted gum,BEL,BEL OTHER,50,84,0,1482,17.710009765625,SoCalCSMA
EUNI,Eucalyptus nicholii,Willow-leaved gimlet,BEM,BEM OTHER,50,62,0,1482,23.75,SoCalCSMA
EUPO,Eucalyptus polyanthemos,Sliver dollar gum eucalyptus,BEL,BEL OTHER,70,62,0,1482,23.75,SoCalCSMA
EURU,Eucalyptus rudis,Desert gum eucalyptus,BEL,BEL OTHER,10,62,0,1482,23.75,SoCalCSMA
EUSI,Eucalyptus sideroxylon,Red ironbark,BEL,BEL OTHER,50,62,0,1482,23.75,SoCalCSMA
EUSM,Eugenia smithii,Lilly-pilly tree,BES,BES OTHER,70,118,0,1482,12.560009765625,SoCalCSMA
EUTO11,Eucalyptus torquata,Coral gum,BEM,BEM OTHER,90,84,0,1482,17.710009765625,SoCalCSMA
EUVI,Eucalyptus viminalis,Ribbon gum eucalyptus,BEL,BEL OTHER,70,62,0,1482,23.75,SoCalCSMA
FESE,Feijoa sellowiana,Pineapple guava,BES,BES OTHER,90,118,0,1482,12.560009765625,SoCalCSMA
FI1,Ficus  species,Fig,BEM,BEM OTHER,90,62,0,1482,23.75,SoCalCSMA
FIAL5,Ficus binnendijkii,Alii ficus,BES,BES OTHER,70,118,0,1482,12.560009765625,SoCalCSMA
FIBE,Ficus benjamina,Bejamin fig,BEM,BEM OTHER,90,62,0,1482,23.75,SoCalCSMA
FICA,Ficus carica,Common fig,BDS,BDS OTHER,70,62,0,1482,23.75,SoCalCSMA
FIEL,Ficus elastica,Rubber plant,BEM,BEM OTHER,70,84,0,1482,17.710009765625,SoCalCSMA
FILY,Ficus lyrata,Fiddle leaf fig,BES,BES OTHER,70,118,0,1482,12.560009765625,SoCalCSMA
FIMA2,Ficus macrophylla,Morton Bay fig,BEL,BEL OTHER,90,62,0,1482,23.75,SoCalCSMA
FIMI,Ficus thonningii,Figueira benjamin,BEM,FIMI,90,62,0,1482,23.75,SoCalCSMA
FIRU,Ficus rubiginosa,Rustyleaf fig,BEM,BEM OTHER,90,62,0,1482,23.75,SoCalCSMA
FIWA,Ficus watkinsiana,Watkins fig,BEL,BEL OTHER,90,62,0,1482,23.75,SoCalCSMA
FRUH,Fraxinus uhdei,Evergreen ash,BEL,BEL OTHER,50,45,0,1482,33.17001953125,SoCalCSMA
FRVE,Fraxinus velutina,Velvet ash,BEL,BEL OTHER,30,45,0,1482,33.17001953125,SoCalCSMA
GEPA,Geijera parviflora,Wilga; australian willow,BES,BES OTHER,90,84,0,1482,17.710009765625,SoCalCSMA
GIBI,Ginkgo biloba,Ginkgo,BDM,BDM OTHER,70,84,0,1482,17.710009765625,SoCalCSMA
GRRO,Grevillea robusta,Silk oak,BEL,BEL OTHER,30,84,0,1482,17.710009765625,SoCalCSMA
HACA3,Harpephyllum caffrum,Kaffir plum,BES,BES OTHER,70,84,0,1482,17.710009765625,SoCalCSMA
HALA,Hakea laurina,Pincushion tree,BES,BES OTHER,70,118,0,1482,12.560009765625,SoCalCSMA
ILAL,Ilex altaclarensis,Wilson holly,BES,BES OTHER,70,84,0,1482,17.710009765625,SoCalCSMA
JAMI,Jacaranda mimosifolia,Jacaranda,BDS,JAMI,70,84,0,1482,17.710009765625,SoCalCSMA
JUCH,Juniperus chinensis,Chinese juniper,CES,CES OTHER,90,62,0,1482,23.75,SoCalCSMA
JUHI,Juglans hindsii,Hind walnut,BDL,BDL OTHER,70,62,0,1482,23.75,SoCalCSMA
KOBI,Koelreuteria bipinnata,Chinese flame tree,BDM,BDM OTHER,90,62,0,1482,23.75,SoCalCSMA
LAIN,Lagerstroemia indica,Common crapemyrtle,BDS,BDS OTHER,30,118,0,1482,12.560009765625,SoCalCSMA
LAPA,Lagunaria patersonii,Primrose tree; cow itch tree,BEM,BEM OTHER,50,84,0,1482,17.710009765625,SoCalCSMA
LE14,Leptospermum  species,Teatree,BES,BES OTHER,90,84,0,1482,17.710009765625,SoCalCSMA
LILU,Ligustrum lucidum,Chinese privet,BEM,BEM OTHER,50,62,0,1482,23.75,SoCalCSMA
LIOR,Liquidambar orientalis,Oriental sweetgum,BDM,BDM OTHER,90,84,0,1482,17.710009765625,SoCalCSMA
LIST,Liquidambar styraciflua,Sweetgum,BDM,LIST,70,62,0,1482,23.75,SoCalCSMA
LITU,Liriodendron tulipifera,Tulip tree,BDL,BDL OTHER,70,62,0,1482,23.75,SoCalCSMA
MABO,Maytenus boaria,MaitÉn,BEM,BEM OTHER,70,118,0,1482,12.560009765625,SoCalCSMA
MAGR,Magnolia grandiflora,Southern magnolia,BEM,MAGR,90,62,0,1482,23.75,SoCalCSMA
MASY2,Malus sylvestris,Apple,BDS,BDS OTHER,70,84,0,1482,17.710009765625,SoCalCSMA
MATE,Macadamia tetraphylla,Rough-shell macadamia,BES,BES OTHER,90,84,0,1482,17.710009765625,SoCalCSMA
MATI,Machaerium tipu,Tipa,BDS,BDS OTHER,70,62,0,1482,23.75,SoCalCSMA
MEAR,Melaleuca armillaris,Drooping melaleuca,BES,BES OTHER,70,118,0,1482,12.560009765625,SoCalCSMA
MEEX,Metrosideros excelsus,New zealand christmas tree,BEM,MEEX,90,84,0,1482,17.710009765625,SoCalCSMA
MENE,Melaleuca nesophila,Pink melaleuca,BES,BES OTHER,90,84,0,1482,17.710009765625,SoCalCSMA
MEQU,Melaleuca quinquenervia,Cajeput tree,BEM,MEQU,90,84,0,1482,17.710009765625,SoCalCSMA
MOAL,Morus alba,White mulberry,BDL,BDL OTHER,10,45,0,1482,33.17001953125,SoCalCSMA
MU5,Musa  species,Banana,BES,BES OTHER,70,118,0,1482,12.560009765625,SoCalCSMA
MYCO,Myrtus communis,Myrtle,BES,BES OTHER,70,118,0,1482,12.560009765625,SoCalCSMA
MYLA,Myoporum laetum,Mioporo,BES,BES OTHER,70,62,0,1482,23.75,SoCalCSMA
NEOL,Nerium oleander,Oleander,BES,CACI,30,118,0,1482,12.560009765625,SoCalCSMA
OLEU,Olea europaea,Olive,BES,BES OTHER,50,62,0,1482,23.75,SoCalCSMA
PALO8,Paraserianthes lophantha,Plume albizia,BDS,BDS OTHER,70,84,0,1482,17.710009765625,SoCalCSMA
PEAM,Persea americana,Avocado,BDS,BDS OTHER,90,84,0,1482,17.710009765625,SoCalCSMA
PEBO,Persea borbonia,Redbay,BDS,BDS OTHER,70,84,0,1482,17.710009765625,SoCalCSMA
PHCA,Phoenix canariensis,Canary island date palm,PEL,PHCA,70,0,133,3995,15,SoCalCSMA
PHDA4,Phoenix dactylifera,Date palm,PEM,PHDA4,70,0,43,1345,15,SoCalCSMA
PHRE,Phoenix reclinata,Senegal date palm,PEM,PEM OTHER,90,0,100,2350,15,SoCalCSMA
PHRO,Phoenix roebelenii,Pygmy date palm,PEM,PEM OTHER,90,0,130,2300,15,SoCalCSMA
PI1,Picea  species,Spruce,CEL,CEL OTHER,90,45,0,1482,33.17001953125,SoCalCSMA
PIBR2,Pinus brutia,Turkish pine; east mediterranean pine,CEM,PIBR2,70,62,0,1482,23.75,SoCalCSMA
PICA,Pinus canariensis,Canary island pine,CEL,PICA,90,62,0,1482,23.75,SoCalCSMA
PICO5,Pinus contorta 'bolanderi',Bolander beach pine,CES,PICO5,70,118,0,1482,12.560009765625,SoCalCSMA
PICR,Pittosporum crassifolium,Stiffleaf cheesewood,BEM,BEM OTHER,90,84,0,1482,17.710009765625,SoCalCSMA
PIDE,Pinus densiflora,Japanese red pine,CEL,CEL OTHER,90,45,0,1482,33.17001953125,SoCalCSMA
PIED,Pinus edulis,Pinyon pine,CES,CES OTHER,70,118,0,1482,12.560009765625,SoCalCSMA
PIHA,Pinus halepensis,Aleppo pine,CEL,CEL OTHER,70,62,0,1482,23.75,SoCalCSMA
PIPI2,Pinus pinea,Itailian stone pine,CEL,CEL OTHER,90,45,0,1482,33.17001953125,SoCalCSMA
PIPI6,Pinus pinaster,Maritime pine,CEL,CEL OTHER,90,62,0,1482,23.75,SoCalCSMA
PIRA,Pinus radiata,Montery pine,CEL,CEL OTHER,50,45,0,1482,33.17001953125,SoCalCSMA
PIRH,Pittosporum rhombifolium,Queensland pittosporum,BEM,BEM OTHER,50,84,0,1482,17.710009765625,SoCalCSMA
PITH,Pinus thunbergiana,Japanese black pine,CES,CES OTHER,70,118,0,1482,12.560009765625,SoCalCSMA
PITO,Pittosporum tobira,Japanese pittosporum,BEM,BEM OTHER,90,84,0,1482,17.710009765625,SoCalCSMA
PITO2,Pinus torreyana,Torrey pine,CEL,CEL OTHER,90,62,0,1482,23.75,SoCalCSMA
PIUN,Pittosporum undulatum,Victorian box,BEM,PIUN,90,84,0,1482,17.710009765625,SoCalCSMA
PIVI5,Pittosporum viridiflorum,Cape cheesewood,BEM,BEM OTHER,70,118,0,1482,12.560009765625,SoCalCSMA
PLAC,Platanus hybrida,London planetree,BDL,PLAC,70,62,0,1482,23.75,SoCalCSMA
PLRA,Platanus racemosa,California sycamore,BDL,BDL OTHER,90,62,0,1482,23.75,SoCalCSMA
POAL,Populus alba,White poplar,BDL,BDL OTHER,70,62,0,1482,23.75,SoCalCSMA
POGR2,Podocarpus gracilior,Fern pine,BEL,POMA,90,84,0,1482,17.710009765625,SoCalCSMA
POHE2,Podocarpus henkelii,Long-leafed yellowwood,BES,BES OTHER,90,84,0,1482,17.710009765625,SoCalCSMA
POMA,Podocarpus macrophyllus,Yew podocarpus,BES,POMA,70,118,0,1482,12.560009765625,SoCalCSMA
PONI,Populus nigra,Black poplar,BDL,BDL OTHER,30,45,0,1482,33.17001953125,SoCalCSMA
PR,Prunus  species,Plum,BDS,BDS OTHER,70,84,0,1482,17.710009765625,SoCalCSMA
PRAM2,Prunus amygdalus,Almendro,BDS,BDS OTHER,10,84,0,1482,17.710009765625,SoCalCSMA
PRAR,Prunus armeniaca,Apricot,BDS,BDS OTHER,30,84,0,1482,17.710009765625,SoCalCSMA
PRCA,Prunus caroliniana,Carolina laurelcherry,BES,BES OTHER,50,84,0,1482,17.710009765625,SoCalCSMA
